pace_id,place_name,location,descript,time,parking,call,link,image,longitude,latitude,placename_onmap,regist_date,edit_date,likes,hashtag
PLACE_SEQ.NEXTVAL,시인이상화고택,대구 중구 서성로 6-1  (우)41933,,매일 10:00 ~ 17:30,정보 없음,053-256-3762,https://place.map.kakao.com/13495251,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F90cc9b385b62201f574905ba67705aeaf2588f81%3Foriginal,128.58801319584236,35.86725685260575,시인이상화고택,2025-02-19,2025-02-19,0,"#나들이, #봄나들이, #포토존"
PLACE_SEQ.NEXTVAL,김수환추기경생가,대구 군위군 군위읍 용대리 238-10,,,정보 없음,054-383-1922,https://place.map.kakao.com/8233494,https://via.placeholder.com/300x200?text=No+Place+Image,128.600397799151,36.2320152376663,김수환추기경생가,2025-02-19,2025-02-19,0,#나들이
PLACE_SEQ.NEXTVAL,육신사,대구 달성군 하빈면 육신사길 64  (우)42900,,,정보 없음,,https://place.map.kakao.com/8517340,https://via.placeholder.com/300x200?text=No+Place+Image,128.4162529509318,35.91162894042877,육신사,2025-02-19,2025-02-19,0,"#나들이, #핑크뮬리명소"
PLACE_SEQ.NEXTVAL,충혼탑,대구 남구 대명동 186,,,정보 없음,,https://place.map.kakao.com/8557715,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA2MDNfNTUg%2FMDAxNjU0MjQxMTU0MjE4.qlJfjwKyRjWTIISPTFiv7hDak70jf9pSy41zD051_RUg.kdAmd0aHlQ-uJVVvaVhJtYS3tsebwebZFyzjjrNQWTUg.JPEG.daegu_namgu%2F5.jpg%3Ftype%3Dw966,126.111321637066,34.8291766397729,충혼탑,2025-02-19,2025-02-19,0,
PLACE_SEQ.NEXTVAL,녹동서원,대구 달성군 가창면 우록길 218  (우)42940,,,정보 없음,053-767-5790,https://place.map.kakao.com/8245542,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA4MDNfMTU1%2FMDAxNzIyNjg5NDc3MTky.QhevfMq1rY_uedzQW7ssAnR0Tbi-o_qNksXhGv2a60Ig.Er2L1gSRyF1z8emzy_sIpLBoVBu8lku3Wy0dNhClLPIg.JPEG%2FIMG_6107.jpg%3Ftype%3Dw966,128.646335035559,35.7232064802737,녹동서원,2025-02-19,2025-02-19,0,#억새밭
PLACE_SEQ.NEXTVAL,달성현풍 석빙고,대구 달성군 현풍읍 현풍동로 92  (우)42988,,,정보 없음,,https://place.map.kakao.com/8157123,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F99A0BA513EC94B60B1743ED7A950E2D6,128.45161961861928,35.69757218638553,달성현풍 석빙고,2025-02-19,2025-02-19,0,
PLACE_SEQ.NEXTVAL,강화광성보,인천 강화군 불은면 해안동로466번길 27  (우)23047,,매일 09:00 ~ 18:00,가능,032-930-7070,https://place.map.kakao.com/8185328,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF73CE9DCAB724F77BDDA7B5D3C4D9812,126.52980934340425,37.665140052732234,강화광성보,2025-02-19,2025-02-19,0,"#나들이, #단풍명소, #드라이브명소, #벚꽃명소, #산책로"
PLACE_SEQ.NEXTVAL,연미정,인천 강화군 강화읍 월곳리 242,,,가능,,https://place.map.kakao.com/7999804,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F1AFC32E9A7BD45398B40FEDB5447EE2D,126.511915371644,37.7709487071361,연미정,2025-02-19,2025-02-19,0,"#걷기좋은, #나들이, #데이트코스, #드라이브명소, #산책로, #포토존, #힐링"
PLACE_SEQ.NEXTVAL,고려궁지,인천 강화군 강화읍 북문길 42  (우)23030,,,가능,032-930-7078,https://place.map.kakao.com/8177611,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F315d449bd8a4be4469634f39a7b4c4bb71724590%3Foriginal,126.48502530526841,37.75125826948676,고려궁지,2025-02-19,2025-02-19,0,"#나들이, #단풍명소, #벚꽃명소, #포토존"
PLACE_SEQ.NEXTVAL,초지진,인천 강화군 길상면 해안동로 58  (우)23049,,매일 09:00 ~ 18:00,가능,032-930-7072,https://place.map.kakao.com/18870909,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F68A5BEFCF5D140B1B71D2BCB13C3301C,126.532307919915,37.6325202519864,초지진,2025-02-19,2025-02-19,0,"#나들이, #산책로, #일출명소, #차박"
PLACE_SEQ.NEXTVAL,원인재,인천 연수구 경원대로 322  (우)21934,,,정보 없음,,https://place.map.kakao.com/8033793,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F8013a5e0f6336cb677369dd396743c1b13619110%3Foriginal,126.690948368895,37.4144780838739,원인재,2025-02-19,2025-02-19,0,#포토존
PLACE_SEQ.NEXTVAL,부근리고인돌군,인천 강화군 하점면 부근리 317,,,정보 없음,032-933-3624,https://place.map.kakao.com/8173287,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F2fde748de9093d6392e363da5259de649a775e78012c77a96ec167d1a98ef396,126.43742477730055,37.77313479342564,부근리고인돌군,2025-02-19,2025-02-19,0,"#나들이, #산책로"
PLACE_SEQ.NEXTVAL,장수동 은행나무,인천 남동구 장수동 63-2,,,불가능,,https://place.map.kakao.com/26142733,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F1998C45A4751418699D92CCA6C2B9FA8,126.769654637482,37.4602417184233,장수동 은행나무,2025-02-19,2025-02-19,0,"#나들이, #단풍명소, #드라이브명소, #억새밭, #이동약자접근"
PLACE_SEQ.NEXTVAL,갑곶돈대,인천 강화군 강화읍 갑곳리 1022,,매일 09:00 ~ 18:00,가능,032-930-7076,https://place.map.kakao.com/8677834,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F890b576805443e54d60b31d5d499874e4cb8be0a%3Foriginal,126.51790458886504,37.732675375010324,갑곶돈대,2025-02-19,2025-02-19,0,"#나들이, #포토존"
PLACE_SEQ.NEXTVAL,용흥궁,인천 강화군 강화읍 동문안길21번길 16-1  (우)23031,,매일 09:00 ~ 18:00,가능,,https://place.map.kakao.com/8021811,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2450413E537D4F6934,126.485751965505,37.7479134796195,용흥궁,2025-02-19,2025-02-19,0,"#나들이, #단풍명소, #포토존"
PLACE_SEQ.NEXTVAL,분오리돈대,인천 강화군 화도면 사기리 산 185-5,,,정보 없음,,https://place.map.kakao.com/22836473,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5899925b16b9430d921ef6827c41562240497aad%3Foriginal,126.46182795290949,37.59016933694932,분오리돈대,2025-02-19,2025-02-19,0,"#드라이브명소, #산책로, #일출명소, #차박"
PLACE_SEQ.NEXTVAL,덕진진,인천 강화군 불은면 덕성리 355,,매일 09:00 ~ 18:00,가능,032-930-7074,https://place.map.kakao.com/7836949,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F846e1a4803ba883e1d1a78d0bbcf3222ac1110c9%3Foriginal,126.52543628831108,37.64918610844676,덕진진,2025-02-19,2025-02-19,0,"#나들이, #벚꽃명소"
PLACE_SEQ.NEXTVAL,제물포구락부,인천 중구 자유공원남로 25  (우)22315,,화~일 09:30 ~ 17:30,불가능,,https://place.map.kakao.com/12651728,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb46e79763c9af5e52a922f40652e4342b7c99020%3Foriginal,126.62252211424126,37.47463623198604,제물포구락부,2025-02-19,2025-02-19,0,"#나들이, #벚꽃명소, #포토존"
PLACE_SEQ.NEXTVAL,인천향교,인천 미추홀구 매소홀로 589  (우)22233,,화~일 10:00 ~ 17:00,정보 없음,032-876-7041,https://place.map.kakao.com/8051699,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEwMzFfMzgg%2FMDAxNjk4NzM5ODk3OTE4.G2Sr_PmAQYf7D3OocWhwcgMuG6pDpqBP5OEp1xd0ijgg.odn19_T21cCdAj6Bf8MbetD44ZDzLHWyVCFAp16CiR0g.JPEG.282pdjh%2FKakaoTalk_20231031_163816913_08.jpg%3Ftype%3Dw773,126.68694918992922,37.43953196210855,인천향교,2025-02-19,2025-02-19,0,#단풍명소
PLACE_SEQ.NEXTVAL,참성단,인천 강화군 화도면 문산리 산 55,,,가능,032-930-7068,https://place.map.kakao.com/8081829,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fb50c6f1f3bf44da92eae4e2176f77fd373bc825e%3Foriginal,126.429819809475,37.6156320814364,참성단,2025-02-19,2025-02-19,0,
PLACE_SEQ.NEXTVAL,교동향교,인천 강화군 교동면 교동남로 229-49  (우)23001,,,가능,032-932-6931,https://place.map.kakao.com/8768395,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FC6BD323579B44E7CB17CAB9086FE52B7,126.296878703468,37.7753287803997,교동향교,2025-02-19,2025-02-19,0,
PLACE_SEQ.NEXTVAL,남한산성,경기 광주시 남한산성면 산성리 산 23,,화~일 10:00 ~ 17:00 (관람종료 30분전까지 매표가능),가능,031-8008-5155,https://place.map.kakao.com/8223954,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2764AB40522FD3E40D,127.180024353467,37.4789871959421,남한산성,2025-02-19,2025-02-19,0,"#나들이, #단풍명소, #드라이브명소, #벚꽃명소, #산책로, #일출명소"
PLACE_SEQ.NEXTVAL,남한산성 행궁,경기 광주시 남한산성면 산성리 935-1,,화~일 09:30 ~ 17:00 (입장시간 10:00 ~ 16:30),정보 없음,,https://place.map.kakao.com/8226318,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7C6016E842BF4C93AFEF50258768FB84,127.18126133399002,37.479040266271404,남한산성 행궁,2025-02-19,2025-02-19,0,"#걷기좋은, #나들이, #단풍명소, #드라이브명소, #벚꽃명소, #산책로, #포토존"
PLACE_SEQ.NEXTVAL,남한산성 남문,경기 광주시 남한산성면 산성리 산 32-5,,,정보 없음,,https://place.map.kakao.com/12789711,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4b317757c0c4d926e22080793e84c9c56ecc8c15%3Foriginal,127.181177462987,37.4733343075386,남한산성 남문,2025-02-19,2025-02-19,0,"#나들이, #단풍명소"
PLACE_SEQ.NEXTVAL,곤지암,경기 광주시 곤지암읍 곤지암리 453-20,,,정보 없음,,https://place.map.kakao.com/8232440,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F1CC089F4B5894311955AF22ED8031094,127.33872616735648,37.34967472122952,곤지암,2025-02-19,2025-02-19,0,#일출명소
PLACE_SEQ.NEXTVAL,수어장대,경기 광주시 남한산성면 산성리 815-1,,,정보 없음,031-760-4822,https://place.map.kakao.com/7965620,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F13731A8637DF482F858F6ECBEAA5583E,127.176557778944,37.4798537906359,수어장대,2025-02-19,2025-02-19,0,"#나들이, #산책로"
PLACE_SEQ.NEXTVAL,남한산성 서문,경기 광주시 남한산성면 남한산성로780번길 105  (우)12700,,,정보 없음,,https://place.map.kakao.com/11308262,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F700db49db3b3c2232ea9b4d7019d854fb74ea355%3Foriginal,127.176071559616,37.4846442732564,남한산성 서문,2025-02-19,2025-02-19,0,"#나들이, #드라이브명소, #벚꽃명소"
PLACE_SEQ.NEXTVAL,남한산성 북문,경기 광주시 남한산성면 산성리 1225,,,정보 없음,,https://place.map.kakao.com/7902880,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5b5521eb27bdbc37c1d71252bfa76e02c448ad7f%3Foriginal,127.184797331094,37.4816107704126,남한산성 북문,2025-02-19,2025-02-19,0,"#나들이, #산책로"
PLACE_SEQ.NEXTVAL,허난설헌묘,경기 광주시 초월읍 지월리 산 29-5,,,정보 없음,,https://place.map.kakao.com/12711266,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FcAc1SU%2FbtsGBXVtBPW%2FjXSOzdSgqKvmotXyLTfKJK%2Fimg.jpg,127.296159194085,37.4256007774754,허난설헌묘,2025-02-19,2025-02-19,0,#나들이
PLACE_SEQ.NEXTVAL,정충묘,경기 광주시 초월읍 대쌍령리,,,정보 없음,031-760-4821,https://place.map.kakao.com/27067776,https://via.placeholder.com/300x200?text=No+Place+Image,127.286209134738,37.3878510328438,정충묘,2025-02-19,2025-02-19,0,"#벚꽃명소, #포토존"
PLACE_SEQ.NEXTVAL,남한산성 동문,경기 광주시 남한산성면 산성리,,,정보 없음,,https://place.map.kakao.com/14720027,https://via.placeholder.com/300x200?text=No+Place+Image,127.194117303957,37.4742940558689,남한산성 동문,2025-02-19,2025-02-19,0,#나들이
PLACE_SEQ.NEXTVAL,남한산성행궁 인화관,경기 광주시 남한산성면 산성리 550-1,,,정보 없음,,https://place.map.kakao.com/1532532735,https://via.placeholder.com/300x200?text=No+Place+Image,127.1828209235,37.4778620476976,남한산성행궁 인화관,2025-02-19,2025-02-19,0,
PLACE_SEQ.NEXTVAL,연주봉옹성,경기 광주시 남한산성면 산성리,,,정보 없음,,https://place.map.kakao.com/27260890,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe3270cf9fc171fb859cff2e72e4e067df179cb1d%3Foriginal,127.178183995937,37.4866990067076,연주봉옹성,2025-02-19,2025-02-19,0,#단풍명소
PLACE_SEQ.NEXTVAL,조영무장군묘,경기 광주시 퇴촌면 광동리 산 16,,,정보 없음,,https://place.map.kakao.com/8065916,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2FAU4bl%2FbtsJekPaUJY%2FnPtzeqxL8T5OD9X3tuawGK%2Fimg.jpg,127.310110033008,37.461843320526,조영무장군묘,2025-02-19,2025-02-19,0,
PLACE_SEQ.NEXTVAL,김자수선생묘,경기 광주시 신현동 산 120-1,,,정보 없음,,https://place.map.kakao.com/12711291,https://via.placeholder.com/300x200?text=No+Place+Image,127.144001555658,37.3478302607973,김자수선생묘,2025-02-19,2025-02-19,0,
PLACE_SEQ.NEXTVAL,신익희 생가,경기 광주시 초월읍 서하길 6-25  (우)12705,,,정보 없음,,https://place.map.kakao.com/7978850,https://t1.kakaocdn.net/thumb/T800x0.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F77C75B41267D438B807AB02AF8F8BD35,127.30698888539301,37.432443378283125,신익희 생가,2025-02-19,2025-02-19,0,
